CMPD_CHEMBLID,processed_smiles,exp,smiles,inchi,Stereo,duplicate
CHEMBL381098,CCSc1c(Cc2ccccc2C(F)(F)F)sc2c1c(=O)n(C)c(=O)n2CC(C)C,4.49,CCSc1c(Cc2ccccc2C(F)(F)F)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,MIAXOMOVNFGVNO-UHFFFAOYSA-N,,False
CHEMBL284275,COc1ccc(Cc2c(N)n[nH]c2N)cc1,0.2,COc1ccc(Cc2c(N)n[nH]c2N)cc1,KPHPMNHOOYVICO-UHFFFAOYSA-N,,False
CHEMBL2177167,CCN(CCN(C)C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1,2.0,CCN(CCN(C)C)S(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3,YLBFKSSPFIKDLO-UHFFFAOYSA-N,,False
CHEMBL2331746,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C2)c(=O)[nH]c1=O,1.49,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C(=O)NC1=O,JSINAUYMOGMNAG-INIZCTEOSA-N,4_S,False
CHEMBL1712280,c1ccc(N2CC3COc4ccccc4C3=N2)cc1,4.28,C1Oc2ccccc2C3=NN(CC13)c4ccccc4,DATNOZAQAIEORG-UHFFFAOYSA-N,6_?,False
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-0.95,CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1,VMXUWOKSQNHOCA-UHFFFAOYSA-N,,False
CHEMBL1184060,CC(C)CC(c1ccncc1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,1.64,CC(C)CC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccncc4,WQYYIHSCYVKVIN-UHFFFAOYSA-N,4_?,False
CHEMBL1502799,FC(F)c1nc2ccccc2[nH]1,2.02,FC(F)c1nc2ccccc2[nH]1,PURNIHSRWGYONZ-UHFFFAOYSA-N,,False
CHEMBL2208436,N#Cc1cccc(OC[C@@H](O)CNC2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)c1,3.09,O[C@@H](CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)COc3cccc(c3)C#N,DPJWTHMHDTUYEX-IBGZPJMESA-N,9_S,False
CHEMBL480445,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,2.18,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,ZJODRBGRKHPTDB-UHFFFAOYSA-N,,False
CHEMBL1392670,O=C(Oc1ccccc1O)c1cccc2ccccc12,4.4,Oc1ccccc1OC(=O)c2cccc3ccccc23,ZVYNZOQFCLCEBZ-UHFFFAOYSA-N,,False
CHEMBL1455477,COc1ccccc1CNc1cc(C)ccn1,3.28,COc1ccccc1CNc2cc(C)ccn2,DQTYKRWNTJBXSF-UHFFFAOYSA-N,,False
CHEMBL1939414,Nc1nc(Nc2cccc(Br)c2)c2nc[nH]c2n1,3.04,Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1,JPVDTQHICMAEST-UHFFFAOYSA-N,,False
CHEMBL1617016,Nc1c2c(nc3ccc(Br)cc13)N(c1ccccc1)CC2,3.12,Nc1c2CCN(c3ccccc3)c2nc4ccc(Br)cc14,DNFFJORSUVCABG-UHFFFAOYSA-N,,False
CHEMBL2207600,COc1cc(OC)c(S(=O)(=O)N(c2ccc(C)cc2)c2ccc(C)cc2)cc1NC(=O)CCC(=O)O,0.06,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccc(C)cc2)c3ccc(C)cc3,KSPFXCDJIGBEQP-UHFFFAOYSA-N,,False
CHEMBL244213,O=C(c1ccc(F)cc1)C(O)c1ccc(F)cc1,2.49,OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2,VGZHWXAFILGMSR-UHFFFAOYSA-N,9_?,False
CHEMBL404957,CC(C)C[C@H](N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1,1.11,CC(C)C[C@H](N)c1oc(nn1)S(=O)(=O)Cc2ccc(F)cc2,OBQXZDOJHLJHCX-LBPRGKRZSA-N,4_S,False
CHEMBL520252,Cc1ccc(NC(=O)c2cccc(OCC(C)C)c2)cc1C(=O)Nc1cccnc1,2.81,CC(C)COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3,QHAUVGUPQQFAJT-UHFFFAOYSA-N,,False
CHEMBL190747,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,3.52,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc3ccccc3)c1,CZRGSUVBZMHYLX-UHFFFAOYSA-N,,False
CHEMBL1079175,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,2.5,NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6,ULDXWLCXEDXJGE-UHFFFAOYSA-N,,False
CHEMBL1499868,CC(c1ccccc1)C(Cc1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,4.48,CC(C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3)c5ccccc5,GAELJTQGYRTLNW-UHFFFAOYSA-N,1_?|8_?,False
CHEMBL1824042,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Cl)cc54)CC3)nc2N1,1.33,Clc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,RZIVGMQLIWOSLN-UHFFFAOYSA-N,,False
CHEMBL2158827,O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,1.83,OC(=O)Cc1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,FOQNONLDPFMOKP-UHFFFAOYSA-N,,False
CHEMBL520925,COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1OC,3.6,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1OC,UMSGSJIQAZSBTJ-UHFFFAOYSA-N,,False
CHEMBL181502,CN(C(=O)C1CCC1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.2,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4,HCQDGTHSLFFEBG-UHFFFAOYSA-N,,False
CHEMBL1962631,N=C(N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,-0.56,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,VKJRORJILYHOSA-UHFFFAOYSA-N,,False
CHEMBL470915,N#Cc1nc(NC2CC3CCC2C3)c(N)c(N2CCOCC2)n1,3.53,Nc1c(NC2CC3CCC2C3)nc(nc1N4CCOCC4)C#N,CAEDNKKZJRIJKC-UHFFFAOYSA-N,6_?|8_?|11_?,False
CHEMBL1163803,CCN(C(=O)NCc1c(F)cccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.3,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4c(F)cccc4F,PAVCWKDOSVFPAN-UHFFFAOYSA-N,,False
CHEMBL598194,NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.88,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4,XQPFDQVEBGYLHB-UHFFFAOYSA-N,,False
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.08,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,QZUDBNBUXVUHMW-UHFFFAOYSA-N,,False
CHEMBL2178954,Cc1ncc(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O,1.0,Cc1ncc(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3,JEYLNWQDTLWEBW-HDJSIYSDSA-N,9_r|12_r,False
CHEMBL373250,Cn1ncnc1COc1nn2c(-c3cc(F)ccc3F)nnc2cc1C(C)(C)C,2.4,Cn1ncnc1COc2nn3c(nnc3cc2C(C)(C)C)c4cc(F)ccc4F,BQDUNOMMYOKHEP-UHFFFAOYSA-N,,False
CHEMBL1169388,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.89,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,RTHCYVBBDHJXIQ-INIZCTEOSA-N,4_S,False
CHEMBL2171046,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4Cl)CC3)CC2)cc1,1.52,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4Cl,STXMJDYUJFBELE-UHFFFAOYSA-N,,False
CHEMBL144960,O=c1ccoc2cc(OCc3ccccc3)ccc12,3.33,O=C1C=COc2cc(OCc3ccccc3)ccc12,YWVWZOJGNFBRHJ-UHFFFAOYSA-N,,False
CHEMBL271023,[O-][S+](c1ccccc1)c1ccc2nnnn2n1,0.79,[O-][S+](c1ccccc1)c2ccc3nnnn3n2,JFSXSNSCPNFCDM-UHFFFAOYSA-N,1_?,False
CHEMBL90531,O=[N+]([O-])c1ccc2c(c1)N(c1cccc[n+]1[O-])CC(C(F)F)(C(F)F)O2,3.2,[O-][N+](=O)c1ccc2OC(CN(c2c1)c3cccc[n+]3[O-])(C(F)F)C(F)F,LIKAVDUPUINJPY-UHFFFAOYSA-N,,False
CHEMBL645,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,0.1,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,VHYCDWMUTMEGQY-UHFFFAOYSA-N,5_?,False
CHEMBL2178950,Cc1ncc(C(N)=O)nc1-c1ccc([C@H]2CC[C@H](C(=O)O)CC2)cc1,0.22,Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@H](CC3)C(=O)O)C(=O)N,VTFSQAMIYVLXMY-CTYIDZIISA-N,14_r|17_r,False
CHEMBL2178393,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,2.0,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,SWXIKLMDWGQGKU-UHFFFAOYSA-N,,False
CHEMBL1809049,COc1cc(OC2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,4.0,COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,RNGFVIWQFGXUID-UHFFFAOYSA-N,,False
CHEMBL1373079,COc1ccc(-c2cc(=O)c3ccccc3[nH]2)cc1,2.71,COc1ccc(cc1)C2=CC(=O)c3ccccc3N2,YKUDSEKRLNZNTN-UHFFFAOYSA-N,,False
CHEMBL74380,COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C=C(NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,0.7,COC1\C=C\OC2(C)Oc3c(C)c(O)c4C(=O)C(=CC(=O)c4c3C2=O)NC(=O)\C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C,BTVYFIMKUHNOBZ-QXMMDKDBSA-N,2_?|6_?|31_?|33_?|35_?|37_?|39_?|41_?|46_?,False
CHEMBL257600,Cn1cc(C#N)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,3.67,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)C#N)c3C1=O,CFJFLGFKZVSNPA-UHFFFAOYSA-N,,False
CHEMBL1362558,Cn1sc(NC(=O)c2cccc(Cl)c2)nc1=O,0.87,CN1SC(=NC1=O)NC(=O)c2cccc(Cl)c2,QSVODSMJXQAITH-UHFFFAOYSA-N,,False
CHEMBL2059861,Cc1ccc(-c2nccn2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,2.83,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nccn4C,YLQZACBCJBUTDN-UHFFFAOYSA-N,,False
CHEMBL235191,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,0.82,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,VAZAPHZUAVEOMC-UHFFFAOYSA-N,,False
CHEMBL197536,O=c1cc(N2CCOCC2)oc2cc(O)ccc12,1.0,Oc1ccc2C(=O)C=C(Oc2c1)N3CCOCC3,ULTRFFGNTUDFJW-UHFFFAOYSA-N,,False
CHEMBL1086580,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,3.07,Oc1nc(nc2CCSCc12)c3ccc(cc3)C(F)(F)F,KLGQSVMIPOVQAX-UHFFFAOYSA-N,,False
CHEMBL1290331,O=C(COCc1cscn1)N1CCN(c2ccc(Cl)cc2Cl)CC1,3.07,Clc1ccc(N2CCN(CC2)C(=O)COCc3cscn3)c(Cl)c1,BIXHLDRPZYPCAH-UHFFFAOYSA-N,,False
CHEMBL203370,O=c1c2ccc(O)cc2ncn1-c1ccc(O)cc1,1.6,Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,NECCEJFVHJYYDA-UHFFFAOYSA-N,,False
CHEMBL1945035,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1,1.58,O[C@@H](CNCCc1ccccc1CNCCc2ccccc2F)c3ccc(O)c4NC(=O)Sc34,XXPNWYXHQVWMTB-QHCPKHFHSA-N,9_R,False
CHEMBL551360,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C(CO)CO)ccc12,2.62,OCC(CO)N1C=Cc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2C1=O,POPXTQJORVQTRM-UHFFFAOYSA-N,3_?|5_?|7_?|9_?,False
CHEMBL1783284,COc1ccc(-c2c(F)ccc3c(N)c(C(=O)NC4CC4)nnc23)c(OC)n1,3.37,COc1ccc(c(OC)n1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC4CC4,FGOCJZANGVRDDB-UHFFFAOYSA-N,,False
CHEMBL1909734,Clc1ccccc1-c1cnn[nH]1,2.68,Clc1ccccc1c2cnn[nH]2,PINMMJBKQZJEDY-UHFFFAOYSA-N,,False
CHEMBL1481866,NC(=O)c1ccc(Oc2cccc3cccnc23)c([N+](=O)[O-])c1,1.7,NC(=O)c1ccc(Oc2cccc3cccnc23)c(c1)[N+](=O)[O-],NTFJJPIFMVYTIW-UHFFFAOYSA-N,,False
CHEMBL1831079,NC(=O)Nc1cc(-c2cccc(O)c2)sc1C(N)=O,2.21,NC(=O)Nc1cc(sc1C(=O)N)c2cccc(O)c2,GIDGPFNZBRRNRV-UHFFFAOYSA-N,,False
CHEMBL437,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-0.37,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,JNMRHUJNCSQMMB-UHFFFAOYSA-N,,False
CHEMBL272105,COC(=O)c1nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2[nH]c1=O,2.49,COC(=O)C1=Nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2NC1=O,GIORSQFHUSECME-MRVPVSSYSA-N,9_R,False
CHEMBL1940108,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,3.11,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,JGFZPZGREYNUPH-UHFFFAOYSA-N,,False
CHEMBL370252,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,0.74,CC1CCc2cc(F)cc3C(=O)C(=CN1c23)C(=O)O,DPSPPJIUMHPXMA-UHFFFAOYSA-N,1_?,False
CHEMBL205245,Cc1nc(Cl)c(Cl)n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,1.61,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cn3c(C)nc(Cl)c3Cl)c2C(=O)N4CC[C@@H](O)C4,NEQSVLABUJREKW-GFCCVEGCSA-N,19_R,False
CHEMBL2070946,N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,1.2,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ncc(C#N)s4,OQOOOJVROUBAQY-HZPDHXFCSA-N,12_R|17_R,False
CHEMBL443320,Cc1ccc(NC(=N)N)cc1C,-1.34,Cc1ccc(NC(=N)N)cc1C,IQTNVAFSMUHIRD-UHFFFAOYSA-N,,False
CHEMBL1779497,O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,1.26,Clc1ccc(cc1C(=O)NCC2CCCCC2)N3N=CC(=O)NC3=O,IMCCOPOXIDIESM-UHFFFAOYSA-N,,False
CHEMBL1332736,O=C(Oc1ccccc1)N1CCOCC1,1.3,O=C(Oc1ccccc1)N2CCOCC2,SVWBBVZRYSQHPF-UHFFFAOYSA-N,,False
CHEMBL2070948,CC(C)(C#N)c1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,1.9,CC(C)(C#N)c1cnc(s1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,GVFZKOCFOOBUQV-IAGOWNOFSA-N,15_R|20_R,False
CHEMBL1732699,FC(F)(F)c1nnc2ccc(N3CCCCC3)nn12,3.0,FC(F)(F)c1nnc2ccc(nn12)N3CCCCC3,OIIAVBIQRXMPKJ-UHFFFAOYSA-N,,False
CHEMBL1917433,Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,0.21,Cc1c(Sc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O,PNYMKZXVOIBSMP-UHFFFAOYSA-N,,False
CHEMBL2141746,CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1,1.55,CCCNC(=O)CSc1ccc(cn1)S(=O)(=O)N2CCCC2,LYAULIIFPDSAKW-UHFFFAOYSA-N,,False
CHEMBL256576,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1,2.82,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N6CCOCC6,SMSWJYWJBIOKNH-LJQANCHMSA-N,1_R,False
CHEMBL87388,COc1ccc(Cn2cc3c(=O)n(C)c(=O)n(CC(C)C)c3c2)cc1,3.52,COc1ccc(Cn2cc3N(CC(C)C)C(=O)N(C)C(=O)c3c2)cc1,DTFISVVKXQHVKF-UHFFFAOYSA-N,,False
CHEMBL150606,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn1cncn1,3.2,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4cncn4,SXCPGBVLGDVEHO-UHFFFAOYSA-N,,False
CHEMBL8809,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,1.09,CCN1CCC[C@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC,WAOQONBSWFLFPE-VIFPVBQESA-N,6_S,False
CHEMBL1233655,CC(=O)Nc1nc(C)c(-c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2)s1,0.55,CC(=O)Nc1nc(C)c(s1)c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2,IGQXOMRFMBZFBD-UHFFFAOYSA-N,,False
CHEMBL384962,Cc1ccc2c(c1)c(-c1ccnc3ccc(C(F)(F)F)cc13)c(C)n2CC(=O)O,1.78,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4ccc(cc34)C(F)(F)F,ZCNGPVKGHKYTQX-UHFFFAOYSA-N,,False
CHEMBL1542764,CSc1ncccc1C(=O)Nc1nccs1,1.43,CSc1ncccc1C(=O)Nc2nccs2,WSHGOLKXFFKTHY-UHFFFAOYSA-N,,False
CHEMBL2181927,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,2.51,CCOc1ncc(C)c2NC(=C([C@@H](c3ccc(cc3OC)C#N)c12)C(=O)N)C,BTBHLEZXCOBLCY-QGZVFWFLSA-N,10_S,False
CHEMBL2334590,Cc1nc2ccc(Cl)cn2c1-c1ccnc(N)n1,2.49,Cc1nc2ccc(Cl)cn2c1c3ccnc(N)n3,HLCLCIHQZZSHDC-UHFFFAOYSA-N,,False
CHEMBL1480987,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,2.31,CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,WZHCOOQXZCIUNC-UHFFFAOYSA-N,1_?|3_?|7_?,False
CHEMBL2335898,C[C@@H](NC(=O)C1CCCCN1C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,3.34,C[C@@H](NC(=O)C1CCCCN1C)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,DNLHCDOKNZPOJU-ICCFGIFFSA-N,1_R|5_?,False
CHEMBL401193,Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCN(CC(=O)N(C)C)CC2)c1,4.13,CN(C)C(=O)CN1CCN(CCc2c([nH]c3sc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6)CC1,VPZCRWKFXSQLLK-UHFFFAOYSA-N,18_?|21_?,False
CHEMBL1950851,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,3.12,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,AYWNCKNJOIZDHZ-FFZOFVMBSA-N,2_S|7_S|11_S,False
CHEMBL2035030,NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1,2.2,NC1(CCC1)c2ccc(cc2)c3ncc4ccncc4c3c5ccccc5,LODATPFQIYRJKC-UHFFFAOYSA-N,,False
CHEMBL111955,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,1.77,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C)C(=O)C(F)(F)F,VPARDDNYEIUZKA-UHFFFAOYSA-N,3_?,False
CHEMBL316388,C[C@H]1CN(C(=O)c2ccc(C#N)cc2)[C@H](C)CN1C(=O)[C@@](C)(O)C(F)(F)F,1.5,C[C@@H]1CN([C@@H](C)CN1C(=O)c2ccc(cc2)C#N)C(=O)[C@@](C)(O)C(F)(F)F,IWFSHKKFDSWNLZ-BWACUDIHSA-N,1_S|14_R|20_R,False
CHEMBL248380,CCOc1ccccc1-c1ccc(-c2nc3ccc(F)cc3c(N[C@H](C)C(=O)O)c2C#N)cc1,2.5,CCOc1ccccc1c2ccc(cc2)c3nc4ccc(F)cc4c(N[C@H](C)C(=O)O)c3C#N,SXFYSRMCZRZBKE-MRXNPFEDSA-N,24_R,False
CHEMBL235581,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CC2CCNCC2)ccc1Cl,1.49,Clc1ccc(CC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,VPHJZPZBRPTDJE-UHFFFAOYSA-N,4_?|6_?|8_?|10_?,False
CHEMBL1682940,CC[C@H](NC(=O)c1c(S(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,3.17,CC[C@H](NC(=O)c1c(c(nc2ccccc12)c3ccccc3)S(=O)(=O)C)c4ccccc4,XUXIBWRIMCCUMW-NRFANRHFSA-N,2_S,False
CHEMBL1471868,O=C(Nc1ccc(F)cc1)c1cccnc1Oc1ccccc1,3.19,Fc1ccc(NC(=O)c2cccnc2Oc3ccccc3)cc1,AWFHFGVGTBHVPI-UHFFFAOYSA-N,,False
CHEMBL1076211,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,1.65,CC(CN1CCCCC1)C(=O)c2ccc(C)cc2,FSKFPVLPFLJRQB-UHFFFAOYSA-N,7_?,False
CHEMBL1951022,Cc1nc(S(C)(=O)=O)ccc1Nc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C,2.8,CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Nc3ccc(nc3C)S(=O)(=O)C)c2C,BTVNNMSDLVBWRW-UHFFFAOYSA-N,,False
CHEMBL1987793,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12,3.89,Cc1ccccc1c2c(C(=O)O)n(CCCOc3cccc4ccccc34)c5ccccc25,STISJUSFFZAZMP-UHFFFAOYSA-N,,False
CHEMBL1947155,C[C@@H](NCc1ccccc1-c1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,2.28,C[C@@H](NCc1ccccc1c2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)cc2)c5ccccc5,XNZJTBRCBWPOTP-PBBNMVCDSA-N,1_R|18_R,False
CHEMBL1939418,Nc1nc(Nc2ccc(F)c(Cl)c2)c2nc[nH]c2n1,2.75,Nc1nc(Nc2ccc(F)c(Cl)c2)c3nc[nH]c3n1,WZARUZRRIMOQSV-UHFFFAOYSA-N,,False
CHEMBL398295,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1,3.97,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,BJHIZNMMXXDOOK-REVTZOBFSA-N,8_R|10_S|21_R|23_S|25_R|27_S,False
CHEMBL174107,CSc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,-0.84,CSc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,GYXWUBHCYWWAOK-UHFFFAOYSA-N,,False
CHEMBL2089280,Cc1ccc(-c2cccc([S@]3(=O)=NC(=O)[C@H](C)N3)c2)cc1,1.6,C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3ccc(C)cc3,ITZBEQGOAOHOQM-LAJNKCICSA-N,10_S|15_S,False
CHEMBL139347,Nc1nc(N)nc(-c2cccc(C(F)(F)F)c2)n1,2.4,Nc1nc(N)nc(n1)c2cccc(c2)C(F)(F)F,YMIFDDZCSSDQHL-UHFFFAOYSA-N,,False
CHEMBL1623,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,3.39,Cc1cccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)c1,OCJYIGYOJCODJL-UHFFFAOYSA-N,11_?,False
